objid,specobjid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,plate,mjd,fiberid,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,class,u_g,g_r,r_i,i_z
1.24e+18,5.55e+17,185.2262758,67.88040425,19.222,17.31539,16.29503,15.87468,15.51726,1412.0,301.0,4.0,170.0,493.0,51957.0,628.0,43.7664,8.671598,8.241217,8.630213,7.024171,24.92869,117.3606,442.9989,302.4092,550.7027,4.090578,3.377123,3.29537,3.378639,2.825754,20.89471,17.95958,18.97591,17.59106,17.28463,0.9996797,0.876651,0.9672127,0.9285335,0.8941849,0.1212187,GALAXY,1.9066100000000006,1.0203600000000002,0.4203500000000009,0.3574199999999994
1.24e+18,3.31e+17,195.9220191,-0.552797424,18.94972,17.22289,16.44966,16.08043,15.80602,756.0,301.0,2.0,535.0,294.0,51986.0,310.0,9.283149,5.334951,5.332277,5.221316,4.961418,26.93112,114.7803,324.6814,230.1694,398.9748,2.695317,2.341983,2.302652,2.309327,2.166217,20.25516,17.80266,18.61631,17.49268,17.19359,0.5811238,0.5859607,0.6210171,0.621757,0.64114,0.06255355,GALAXY,1.7268299999999996,0.7732299999999981,0.3692300000000017,0.2744099999999996
1.24e+18,4.74e+17,14.86861157,13.76362232,18.56646,17.52823,17.0707,16.75148,16.57869,1904.0,301.0,1.0,247.0,421.0,51821.0,206.0,6.852622,6.136864,6.659921,6.85248,6.725399,40.31194,95.81911,204.0774,154.2742,231.2879,3.074926,2.842207,2.935105,2.9493,2.851313,20.44727,19.41056,19.59571,19.06718,18.83668,0.5318142,0.5353459,0.5764081,0.5965543,0.5747765,0.05707385,GALAXY,1.0382299999999987,0.457530000000002,0.31921999999999784,0.1727899999999991
1.24e+18,8.14e+17,342.0209156,-9.772375991,19.3935,17.60716,16.37369,15.8301,15.70476,1659.0,301.0,2.0,246.0,723.0,52201.0,147.0,6.564183,5.803182,6.535538,6.129336,4.02563,12.41592,69.46861,370.8869,224.0116,293.2167,2.891623,2.583249,2.762731,2.687239,1.629854,21.16726,18.23115,19.32754,17.70686,17.3917,0.1488385,0.2301899,0.2447952,0.2368065,0.2714091,0.0848938,GALAXY,1.7863399999999992,1.2334700000000005,0.54359,0.12533999999999956
1.24e+18,5.54e+17,175.3246175,68.37288156,19.51604,18.41939,17.71593,17.32872,17.06522,1412.0,301.0,6.0,145.0,492.0,51955.0,408.0,43.76028,7.911022,5.053419,7.088096,4.371951,25.59206,43.32663,104.9795,82.72531,131.0975,4.694661,2.661531,2.222957,2.536224,2.207465,20.8096,19.12299,19.7577,18.73494,18.43904,0.7337176,0.5832055,0.634003,0.6012561,0.6186456,0.115953,GALAXY,1.0966500000000003,0.7034599999999998,0.3872099999999996,0.2635000000000005
1.24e+18,4.98e+17,126.0760907,51.33729956,19.59477,18.21048,17.30137,16.84551,16.5048,1350.0,301.0,4.0,153.0,442.0,51882.0,507.0,3.127588,3.023969,3.012177,2.991455,2.958226,11.98666,46.28009,162.0472,106.5269,216.2243,1.405616,1.461228,1.41963,1.458399,1.462956,20.44813,18.2743,19.19346,17.87301,17.47343,0.7172207,0.7162463,0.6853375,0.7243541,0.6737456,0.1098589,GALAXY,1.38429,0.9091100000000019,0.4558599999999977,0.3407100000000014
1.24e+18,5.5e+17,151.4903847,64.68186648,19.02089,17.8362,17.62092,17.3643,17.43652,1350.0,301.0,6.0,278.0,488.0,51914.0,385.0,6.24253,7.889454,7.694277,7.746651,7.029996,21.98537,74.40882,102.0075,84.53387,95.43658,3.60941,4.161877,3.683622,3.869321,3.641738,21.34031,19.9408,20.12247,19.68956,19.73585,0.9406296,0.7958097,0.7338731,0.7561961,0.6500092,0.05739704,GALAXY,1.1846899999999998,0.21527999999999992,0.2566200000000016,-0.0722200000000015
1.24e+18,4.84e+17,27.34857567,14.09920279,19.38729,17.43783,16.54335,16.13008,15.81035,1035.0,301.0,4.0,142.0,430.0,51877.0,399.0,3.88669,4.180829,4.052695,4.208965,3.70748,15.39786,95.6737,319.7655,219.5311,415.3109,1.729294,1.826872,1.788108,1.871312,1.687169,20.47695,17.60839,18.52631,17.252,16.99162,0.8308291,0.9608431,0.9703723,0.9624725,0.9288209,0.06871188,GALAXY,1.9494599999999984,0.8944800000000015,0.4132700000000007,0.31972999999999985
1.24e+18,8.27e+17,331.1189727,13.27286821,19.06503,17.35941,16.48249,16.0572,15.75803,1739.0,301.0,5.0,115.0,734.0,52224.0,603.0,6.276749,6.454231,5.776114,5.888273,5.164592,25.06086,105.474,316.5559,218.1035,398.9083,3.022125,2.827129,2.502178,2.533924,2.319792,20.86975,18.20605,19.13326,17.79008,17.51178,0.8164868,0.7882506,0.8386012,0.8990379,0.8868178,0.07121964,GALAXY,1.7056199999999997,0.8769200000000019,0.42528999999999684,0.29917000000000193
1.24e+18,4.91e+17,118.1066033,44.84205105,18.72607,17.26401,16.46161,16.03729,15.73509,1402.0,301.0,5.0,88.0,436.0,51883.0,347.0,8.681429,7.152293,6.1547,6.469047,6.539339,36.61557,109.524,300.6047,206.3746,400.2413,3.989682,3.224323,2.714396,2.785886,2.762658,20.8024,18.55933,19.22856,18.1475,17.72091,0.7026365,0.7011091,0.7245991,0.7182631,0.7275556,0.1192082,GALAXY,1.462060000000001,0.8023999999999987,0.4243200000000016,0.30219999999999914
1.24e+18,5.83e+17,182.8152704,1.975261817,19.46104,18.09376,17.18085,16.72906,16.39985,1458.0,301.0,2.0,387.0,518.0,52282.0,312.0,5.359946,4.736334,4.198192,4.14163,16.23195,16.16315,51.41201,165.2829,107.6774,213.0785,2.656768,2.19857,1.927117,1.920769,1.824011,20.81007,18.77673,19.68904,18.38926,18.0137,0.5072163,0.5882462,0.5751598,0.553905,0.5221187,0.1482262,GALAXY,1.367280000000001,0.9129100000000001,0.451789999999999,0.3292099999999998
1.24e+18,3.45e+17,217.557794,1.205615819,19.28113,18.4396,18.09156,17.77679,17.76103,1458.0,301.0,1.0,619.0,306.0,51637.0,369.0,2.658168,2.279703,2.399955,2.412936,1.914104,20.23866,40.04357,78.41402,55.64593,74.19341,1.320695,1.128969,1.08085,1.169016,1.016146,19.73969,18.58659,18.9306,18.42638,18.31814,0.4689119,0.7103621,0.7564668,0.7123599,0.7961031,0.1220198,GALAXY,0.8415300000000023,0.34803999999999746,0.3147700000000029,0.015759999999996666
1.24e+18,3.05e+17,154.0824191,0.651909343,18.04709,16.35452,15.5811,15.18233,14.88503,756.0,301.0,5.0,255.0,271.0,51883.0,420.0,13.3016,12.29806,10.39323,10.64957,9.854836,86.28967,302.5672,724.9485,526.5289,854.239,6.720444,5.728913,4.440238,4.765178,3.779741,20.36858,17.77024,18.57328,17.32783,16.97903,0.6524835,0.6583732,0.6216189,0.5637307,0.5282459,0.07928143,GALAXY,1.69257,0.7734200000000016,0.39876999999999896,0.2972999999999999
1.24e+18,4.76e+17,20.3872745,15.09579212,19.50977,18.31114,17.67076,17.27737,17.03692,1035.0,301.0,5.0,97.0,423.0,51821.0,626.0,6.925715,6.326621,6.083318,6.046133,5.831223,16.71241,48.10347,115.5767,79.10126,135.5024,3.238962,3.175081,2.958416,2.927825,2.76702,21.70517,19.90263,20.74579,19.54788,19.4205,0.878658,0.9141405,0.9213681,0.9617101,0.9520546,0.1032385,GALAXY,1.1986299999999979,0.6403800000000004,0.39339000000000013,0.24045000000000272
1.24e+18,5.34e+17,140.9363196,-0.57025238,18.89637,17.10377,16.24264,15.81081,15.49457,756.0,301.0,2.0,168.0,474.0,52000.0,219.0,6.832901,6.747546,6.541679,6.562307,6.22577,28.91983,159.1216,499.5446,342.943,660.8278,3.069679,3.100642,3.000148,3.008547,2.800948,20.4903,17.71579,18.70148,17.23516,17.10985,0.4672729,0.4947858,0.5080583,0.4936797,0.4679369,0.05362697,GALAXY,1.7926000000000002,0.8611299999999993,0.4318300000000015,0.3162400000000005
1.24e+18,4.96e+17,124.1321089,50.05524151,19.48365,17.4655,16.4369,16.00999,15.66506,1402.0,301.0,4.0,132.0,440.0,51885.0,540.0,5.409233,6.274504,5.527657,5.718885,5.253839,14.2284,89.07436,331.635,226.0793,429.1227,2.438932,2.6034,2.41383,2.450526,2.252081,20.98524,18.14933,18.91846,17.63381,17.29343,0.6362504,0.6371048,0.623464,0.6751986,0.6622364,0.1185828,GALAXY,2.018150000000002,1.0285999999999973,0.426910000000003,0.34492999999999796
1.24e+18,5.71e+17,162.59552,3.349089433,18.63373,16.56899,15.63765,15.17928,14.83176,1462.0,301.0,6.0,249.0,507.0,52353.0,403.0,6.352415,8.905076,7.121398,7.805851,7.085476,30.24267,217.0962,713.8791,482.4242,971.4164,3.11473,3.706347,3.184233,3.328006,3.128918,20.59994,17.49776,18.46089,16.98162,16.69188,0.7294546,0.961009,0.9124706,0.9338062,0.9100387,0.06767304,GALAXY,2.0647400000000005,0.9313399999999987,0.4583700000000004,0.34752000000000116
1.24e+18,1.95e+18,116.5918271,43.83742689,19.4039,18.3556,17.71117,17.28343,17.03129,1402.0,301.0,6.0,79.0,1736.0,53052.0,70.0,4.252973,4.457615,4.078203,4.208485,3.443135,15.89765,45.021,112.7776,80.57719,131.4759,2.041672,2.245957,2.04919,2.163691,1.896649,21.12488,19.64322,20.13201,19.17559,18.75261,0.7569345,0.8653958,0.88563,0.8794453,0.9495082,0.1687561,GALAXY,1.0483000000000011,0.6444299999999998,0.42774,0.2521400000000007
1.24e+18,5.28e+17,133.4338671,0.343015819,18.56496,17.49918,16.87226,16.51562,16.35845,756.0,301.0,4.0,118.0,469.0,51913.0,302.0,5.806941,5.927873,5.830781,6.019518,5.509274,35.3508,97.57292,222.7783,165.752,247.3464,3.061195,3.027204,2.976364,3.025012,2.833049,21.15415,19.61261,20.20252,19.11906,19.07045,0.8656896,0.8614541,0.8851094,0.9188222,0.7697414,0.109627,GALAXY,1.0657800000000002,0.6269199999999984,0.3566400000000023,0.15716999999999715
1.24e+18,5.02e+17,129.8646912,55.26311192,18.36987,17.35122,16.93853,16.67091,16.51763,1402.0,301.0,5.0,174.0,446.0,51899.0,365.0,5.318334,5.500827,5.681056,5.807466,5.877314,46.61892,110.6843,203.2746,157.633,249.2492,3.043569,2.885682,2.799037,2.895723,2.973816,19.97374,18.36764,18.95365,18.39383,18.23261,0.8503502,0.9422222,0.9254259,0.9236049,0.8894062,0.06639034,GALAXY,1.0186499999999974,0.41269000000000133,0.26762000000000086,0.15327999999999875
1.24e+18,8.68e+17,152.3071377,60.84761609,19.45806,18.31504,17.5841,17.17281,16.93559,1345.0,301.0,3.0,260.0,771.0,52370.0,267.0,5.390458,4.900182,4.831072,4.775391,5.110431,17.80995,49.71568,135.8574,95.31229,169.506,2.496909,2.456859,2.285789,2.349325,2.272255,21.01206,19.00383,19.75244,18.70749,18.43005,0.8877861,0.7701291,0.7913873,0.8301362,0.856151,0.1447463,GALAXY,1.14302,0.7309400000000004,0.41129000000000104,0.2372199999999971
1.24e+18,5.45e+17,137.8331655,57.34278847,19.00887,17.17311,16.23576,15.79392,15.46354,1412.0,301.0,1.0,13.0,484.0,51907.0,138.0,8.269206,6.784661,6.453032,6.553969,6.860332,23.62813,111.2164,382.7582,261.0835,493.8934,3.583831,3.068327,2.899005,2.962977,2.763306,20.74616,18.10759,19.05211,17.68193,17.45462,0.6694446,0.6703449,0.7111859,0.6937436,0.6830505,0.09063455,GALAXY,1.8357600000000005,0.9373500000000021,0.4418399999999991,0.3303799999999999
1.24e+18,6.97e+17,237.4651559,54.25196009,18.87387,17.62013,17.0757,16.73682,16.51681,1345.0,301.0,6.0,546.0,619.0,52056.0,287.0,8.473044,10.26777,10.22544,10.89001,8.741702,21.20637,85.96572,194.0284,147.1029,232.5429,3.188205,4.265005,4.154803,4.376021,3.952453,20.88381,19.57999,19.99531,19.19188,18.92432,0.1499881,0.1942807,0.2000026,0.2112807,0.217554,0.03992635,GALAXY,1.2537400000000005,0.5444299999999984,0.3388799999999996,0.22001000000000204
1.24e+18,5.05e+17,133.9929555,56.06840389,19.20636,17.24257,16.28546,15.88366,15.51663,1350.0,301.0,3.0,198.0,448.0,51900.0,559.0,6.654454,5.060424,4.689551,4.652564,4.065464,21.92391,120.2431,411.7176,285.0331,570.5839,2.517117,2.170341,2.077317,2.056329,1.979944,20.29593,17.39193,18.29664,16.9948,16.66184,0.8056843,0.734844,0.7403202,0.8112144,0.7302672,0.09891472,GALAXY,1.9637899999999995,0.9571100000000001,0.4017999999999997,0.3670300000000015
1.24e+18,5.48e+17,151.9216144,62.53816583,19.47943,17.49235,16.38548,15.9056,15.53258,1412.0,301.0,1.0,72.0,487.0,51943.0,25.0,9.411917,8.507226,7.694407,7.853242,7.537807,18.98737,96.77354,377.2485,249.5107,518.0982,4.220946,3.440414,3.006469,3.132838,2.870055,21.2157,18.25043,19.37363,17.7367,17.48588,0.6572533,0.8224037,0.756012,0.8258251,0.7662306,0.1380362,GALAXY,1.9870800000000024,1.1068699999999971,0.4798800000000014,0.37302000000000035
1.24e+18,3.36e+17,203.2745573,-0.407063797,17.79805,16.55698,16.03368,15.6688,15.44794,752.0,301.0,3.0,399.0,298.0,51955.0,197.0,6.20126,6.213288,6.010182,6.105796,5.869093,77.43247,244.1154,541.1357,391.4396,634.7415,3.071049,3.106938,2.891703,2.950767,2.79681,19.82878,18.10548,18.5411,17.67764,17.29414,0.5998523,0.6205854,0.6367735,0.6324154,0.6315661,0.08647047,GALAXY,1.2410700000000006,0.523299999999999,0.3648800000000012,0.22086000000000006
1.24e+18,4.76e+17,19.49770271,13.41521181,19.10668,17.6754,16.93389,16.45844,16.18158,1035.0,301.0,1.0,92.0,423.0,51821.0,60.0,5.889979,5.735795,5.390195,5.421626,4.998023,23.94032,86.38274,248.4878,163.537,310.036,2.734185,2.702406,2.431475,2.492079,2.333117,20.73207,18.87036,19.46963,18.34865,17.85392,0.3355223,0.2810647,0.2977973,0.2940235,0.2919664,0.08918399,GALAXY,1.431280000000001,0.7415099999999981,0.47545000000000215,0.2768599999999992
1.24e+18,5.56e+17,190.0685581,66.48359625,19.07581,18.10424,17.83957,17.54498,17.48924,1412.0,301.0,1.0,182.0,494.0,51915.0,16.0,3.601032,4.215156,4.144921,4.290977,4.646042,21.41098,57.42203,93.71536,73.41124,113.3656,1.789817,1.981158,1.911985,2.027981,2.214962,20.20849,19.23276,19.49039,19.01102,19.16061,0.5663789,0.5450773,0.5165879,0.5148952,0.5383416,0.06503849,GALAXY,0.9715699999999998,0.2646700000000024,0.29458999999999946,0.05574000000000012
1.24e+18,3.75e+17,184.1880685,-3.206451638,18.75847,16.77282,15.88054,15.46535,15.14248,1231.0,301.0,2.0,100.0,333.0,52313.0,252.0,5.697552,6.230561,6.235823,6.187417,5.90009,28.66751,181.3026,588.0626,404.8701,779.1418,2.68595,2.674423,2.622827,2.613693,2.445049,20.00505,17.32169,18.30286,16.94544,16.71142,0.6894614,0.7813135,0.8261431,0.8232694,0.816828,0.07993959,GALAXY,1.9856499999999997,0.8922799999999995,0.41518999999999906,0.32287
1.24e+18,8.06e+17,328.6745116,-7.710486933,18.90043,17.54403,16.80218,16.36664,16.08536,1659.0,301.0,4.0,157.0,716.0,52203.0,345.0,3.635229,4.286765,3.797827,4.15174,4.337228,23.09753,93.24877,267.8388,184.6272,358.586,1.390541,1.842208,1.691883,1.799631,1.836702,19.84928,17.96382,18.57681,17.52409,17.20072,0.6136887,0.639415,0.6346666,0.6351442,0.6035969,0.06812339,GALAXY,1.3564000000000007,0.7418499999999995,0.4355399999999996,0.28127999999999886
1.24e+18,6.03e+17,217.6801873,2.790818652,19.11709,17.94655,17.55569,17.22751,17.12687,1458.0,301.0,5.0,620.0,535.0,51999.0,539.0,1.780877,2.970268,12.94843,14.60785,10.9787,42.53099,39.22525,68.16198,68.46564,-39.57679,18.1561,6.166216,5.741643,7.193636,-9999.0,21.47025,20.43878,20.70135,20.17851,19.92999,0.3297862,0.4168143,0.4001472,0.3785746,0.9997504,0.1438432,GALAXY,1.1705400000000026,0.39086,0.3281799999999997,0.10063999999999851
1.24e+18,5.6e+17,203.9184892,66.58664123,19.37422,18.10472,17.36774,16.94455,16.66725,1412.0,301.0,4.0,218.0,497.0,51989.0,389.0,4.81811,4.216404,4.199023,4.233698,3.952182,18.31284,55.95044,154.9094,109.5996,196.9827,2.25346,2.177041,2.047594,2.14775,2.086573,20.96564,19.14528,19.84635,18.73935,18.42685,0.788922,0.8497934,0.8151209,0.8495919,0.8432536,0.1465323,GALAXY,1.2695000000000007,0.7369799999999991,0.42319000000000173,0.2773000000000003
1.24e+18,7.42e+17,17.33494266,-10.05920622,18.21804,17.00594,16.56687,16.3534,16.19717,1666.0,301.0,3.0,306.0,659.0,52199.0,157.0,3.385878,4.141676,4.291753,4.486075,4.593117,39.23899,133.9217,250.75,210.3799,297.9077,1.648733,1.911177,1.892287,1.977885,2.006594,19.17894,17.87369,18.11283,17.70965,17.5041,0.5764456,0.6255562,0.5838365,0.5647135,0.5937823,0.02507055,GALAXY,1.2120999999999995,0.4390699999999974,0.21347000000000094,0.15623000000000076
1.24e+18,5.04e+17,133.797919,54.92827207,19.24128,17.33404,16.47745,16.06902,15.76569,1345.0,301.0,6.0,184.0,448.0,51900.0,91.0,4.126016,3.864194,3.980269,3.807482,3.753538,18.7163,107.6352,339.3944,233.7975,437.2244,1.697481,1.730951,1.652065,1.642076,1.589743,20.31305,17.66838,18.46324,17.23143,16.93103,0.3692026,0.4475495,0.4255499,0.4152136,0.4199953,0.04527226,GALAXY,1.907239999999998,0.8565900000000006,0.40843000000000274,0.303329999999999
1.24e+18,4.1e+17,246.2132561,0.735962869,19.28121,17.80231,17.05345,16.64937,16.41799,745.0,301.0,5.0,584.0,364.0,52000.0,461.0,2.968592,5.838644,5.724663,5.727541,5.808471,26.53663,75.28954,212.4066,147.3463,264.3399,3.784411,2.964478,2.867516,2.878686,2.882718,21.44753,19.27635,19.96549,18.90338,18.52968,0.6874688,0.783682,0.7681992,0.7444732,0.7397264,0.0566049,GALAXY,1.478900000000003,0.748859999999997,0.40408000000000044,0.23138000000000147
1.24e+18,5.51e+17,161.5387272,65.38113571,19.24279,18.10275,17.57325,17.24524,17.00049,1350.0,301.0,3.0,306.0,489.0,51930.0,582.0,4.497845,4.108749,3.597311,3.805864,3.838842,23.13304,60.9497,123.437,97.19498,157.6065,2.209903,1.987583,1.711679,1.880567,1.754341,20.22647,18.60465,19.12566,18.3981,18.10571,0.5336232,0.5885358,0.5645896,0.5635892,0.5663252,0.08048084,GALAXY,1.140039999999999,0.5294999999999987,0.3280100000000026,0.2447499999999998
1.24e+18,8.67e+17,148.578506,59.86901812,18.86014,17.42831,16.48207,15.98402,15.87715,1345.0,301.0,3.0,246.0,770.0,52282.0,314.0,6.028105,5.998742,33.66067,6.576808,5.097257,22.43135,70.30126,317.1706,182.7121,227.1413,3.301134,2.922947,3.799997,3.248341,2.155755,20.97379,18.65458,19.53827,18.14765,17.79414,0.8291422,0.9656693,0.9326633,0.9565424,0.8188339,0.1519212,GALAXY,1.4318300000000015,0.9462399999999995,0.498050000000001,0.10686999999999891
1.24e+18,4.99e+17,126.6451883,48.4823605,19.45803,17.73257,16.92295,16.51938,16.21816,1331.0,301.0,4.0,157.0,443.0,51873.0,149.0,18.01932,5.144621,4.336969,4.624598,4.335425,22.58975,79.61661,221.9644,160.09,280.3248,3.133616,2.216143,1.771455,1.853202,1.695768,20.60731,18.14177,18.82149,17.68828,17.40379,0.5873356,0.73583,0.7876071,0.7741035,0.8906779,0.07179385,GALAXY,1.7254600000000018,0.8096199999999989,0.40356999999999843,0.3012200000000007
1.24e+18,6.91e+17,231.2574485,56.49919392,19.34821,18.04827,17.53886,17.23293,17.08562,1345.0,301.0,4.0,519.0,614.0,53437.0,487.0,7.049299,6.690235,6.080096,6.320583,6.19409,19.64975,65.33289,128.6136,99.81194,153.2054,2.95507,3.143797,2.815815,2.937192,3.009649,21.47569,19.63843,20.30971,19.37485,19.23558,0.4677708,0.5638197,0.5690511,0.5614414,0.5254112,0.07790859,GALAXY,1.299940000000003,0.509409999999999,0.30593000000000004,0.14731000000000094
1.24e+18,3.71e+17,176.7494272,-2.529029314,19.24166,17.65178,16.7448,16.33839,16.00584,1140.0,301.0,3.0,159.0,329.0,52056.0,463.0,6.866976,7.033702,6.135937,6.348698,5.983203,17.18778,68.71118,195.2365,136.393,248.4951,3.576131,3.522697,2.916048,2.978394,2.803489,21.58546,19.10874,20.03592,18.70563,18.25159,0.8828014,0.8808128,0.8888779,0.8875266,0.8346775,0.1289138,GALAXY,1.5898800000000008,0.9069799999999972,0.40641000000000105,0.33255000000000123
1.24e+18,6.84e+17,219.5368072,61.25905718,18.65362,17.24907,16.60339,16.23257,15.94575,1345.0,301.0,5.0,468.0,607.0,52368.0,580.0,9.465009,8.323649,8.130225,8.203133,7.841313,38.69987,126.3118,308.4935,226.9678,404.0863,4.25028,3.836606,3.675752,3.794031,3.745177,21.06025,19.09165,19.63552,18.6453,18.42494,0.2499945,0.2448544,0.2434033,0.2382408,0.2392382,0.0491554,GALAXY,1.4045500000000004,0.6456799999999987,0.3708200000000019,0.28681999999999874
1.24e+18,8.37e+17,347.3505901,13.71617479,19.49506,17.51703,16.57789,16.12959,15.81125,1739.0,301.0,2.0,220.0,743.0,52262.0,92.0,6.332772,5.014378,4.683509,5.035135,4.742103,16.84735,87.01087,306.7119,208.0465,405.6672,2.769246,2.209176,2.103487,2.177363,2.105263,20.95798,18.30547,19.08756,17.95154,17.45008,0.5096025,0.5675581,0.5619244,0.5377084,0.5208951,0.07970301,GALAXY,1.9780300000000004,0.9391399999999983,0.4482999999999997,0.31834000000000096
1.24e+18,4.73e+17,14.76030308,15.22794575,18.03536,16.88026,16.43267,16.11636,16.01622,1035.0,301.0,5.0,60.0,420.0,51871.0,634.0,13.74353,14.12976,12.51897,15.06827,12.96248,34.97859,107.8217,203.1685,168.0279,195.8422,5.046439,5.563475,5.146693,5.756864,4.566382,21.31178,19.70219,20.23094,19.53971,19.37963,0.8598088,0.8331316,0.9080033,0.8763307,0.8198621,0.05423293,GALAXY,1.155100000000001,0.44758999999999816,0.3163100000000014,0.10013999999999967
1.24e+18,3.38e+17,207.3825126,0.143797906,18.95409,17.82334,17.25495,16.89567,16.67775,752.0,301.0,4.0,426.0,300.0,51943.0,488.0,4.241506,4.255919,4.099334,4.235918,4.218904,25.19186,74.20118,169.0097,123.3763,199.2369,2.058622,2.14307,2.031531,2.080081,2.012434,20.6572,19.28728,19.83862,18.89799,18.50571,0.8813117,0.8225189,0.8768244,0.8676646,0.9419444,0.1115762,GALAXY,1.130749999999999,0.5683900000000008,0.3592800000000018,0.21791999999999945
1.24e+18,5.32e+17,137.4178826,-0.108097755,17.7555,16.40973,15.82983,15.48964,15.23287,756.0,301.0,3.0,144.0,472.0,51955.0,320.0,13.64591,14.26188,13.63598,13.89782,14.16352,79.888,283.6828,603.8289,450.2117,777.2646,6.717587,7.105836,6.456202,6.575886,6.678824,21.26731,19.17669,19.90797,18.77908,18.49021,0.9185073,0.9736584,0.9674394,0.9707319,0.9389529,0.07028908,GALAXY,1.3457700000000017,0.5799000000000003,0.34018999999999977,0.2567699999999995
1.24e+18,7.4e+17,14.0938976,-9.3400076,18.10118,16.15173,15.26657,14.84081,14.49761,1666.0,301.0,5.0,285.0,657.0,52177.0,590.0,8.647668,6.517466,5.713375,5.817817,6.372952,60.31835,322.1595,1051.091,710.4706,1446.838,3.074777,2.684911,2.519792,2.558048,2.509225,19.55786,16.72941,17.6402,16.35812,16.08757,0.7771809,0.7228101,0.7138994,0.7125955,0.7320557,0.04423773,GALAXY,1.9494499999999988,0.8851600000000008,0.42576000000000036,0.3431999999999995
1.24e+18,7e+17,240.8817815,49.33814829,16.00123,14.05508,13.1713,12.72621,12.44869,1345.0,301.0,2.0,580.0,622.0,52054.0,356.0,12.39813,13.48326,13.97823,13.59881,13.06171,324.9019,2055.463,7038.396,4673.636,8870.872,4.882421,5.253398,5.444594,5.325747,4.9798,18.52969,15.55819,16.6192,15.26649,14.94454,0.7899828,0.8732763,0.8152587,0.8276901,0.7917639,0.0200697,GALAXY,1.9461499999999994,0.8837799999999998,0.44509000000000043,0.2775200000000009
1.24e+18,8.26e+17,331.2847966,11.98609339,17.81426,16.43706,15.764,15.35697,15.02961,1739.0,301.0,2.0,115.0,734.0,52224.0,36.0,14.07467,12.7185,11.57809,12.792,11.87245,85.0548,281.6931,694.9522,501.346,964.4593,6.271064,5.727156,5.016678,5.33335,5.173766,20.64671,18.7807,19.33187,18.45264,17.89145,0.1662901,0.2064489,0.2273041,0.2268709,0.2185494,0.02958381,GALAXY,1.377200000000002,0.6730599999999995,0.4070299999999989,0.32736000000000054
1.24e+18,4.13e+17,260.021924,53.95079161,18.79996,17.0941,16.30359,15.89755,15.60326,1336.0,301.0,2.0,86.0,367.0,51997.0,210.0,5.082458,3.863118,3.757038,3.819925,3.720053,28.82787,130.4975,392.3382,271.1139,505.0338,1.95678,1.789668,1.775449,1.822677,1.74601,19.82084,17.32317,18.17158,16.95289,16.69535,0.47162,0.5537305,0.5755225,0.5660235,0.5080382,0.0297886,GALAXY,1.7058599999999977,0.7905100000000012,0.40603999999999907,0.29429000000000016
1.24e+18,4.8e+17,24.57947869,13.23018806,18.91975,17.64385,17.12109,16.79996,16.68927,1904.0,301.0,1.0,310.0,426.0,51882.0,126.0,6.328447,5.615692,5.708165,5.578971,5.560616,30.8849,93.44645,205.5186,151.1607,211.613,2.810629,2.617696,2.566539,2.513974,2.400662,20.46257,18.97006,19.17612,18.70498,18.34925,0.6059297,0.7035186,0.7359283,0.7353246,0.7588217,0.07640102,GALAXY,1.2759,0.5227600000000017,0.32113000000000014,0.11068999999999818
1.24e+18,3.33e+18,234.0170131,2.316218174,18.8212,17.1817,16.33838,15.87767,15.50738,1458.0,301.0,5.0,729.0,2954.0,54561.0,609.0,3.807572,3.894184,3.482604,3.636024,3.339983,28.42049,123.3587,396.3137,262.5953,538.4728,1.756721,1.70007,1.552554,1.615766,1.504243,20.03639,17.55736,18.37024,17.13031,16.72355,0.5066985,0.5543308,0.5537302,0.5339464,0.5430956,0.05933672,GALAXY,1.6395000000000017,0.8433199999999985,0.4607100000000006,0.3702900000000007
1.24e+18,3.96e+17,260.3130678,62.78632507,17.67342,16.59751,16.21174,15.98431,15.83165,1359.0,301.0,4.0,42.0,352.0,51694.0,164.0,6.284775,6.627496,6.251225,6.505458,5.903664,62.69194,179.5344,316.1766,259.0403,334.0156,2.707079,2.971421,2.827456,2.909546,2.552791,19.03278,17.79642,18.07747,17.60335,17.43429,0.7288911,0.6427586,0.6121857,0.6080334,0.6285934,0.02756523,GALAXY,1.0759100000000004,0.38577000000000083,0.22742999999999824,0.1526600000000009
1.24e+18,7.4e+17,13.72170369,-10.66328575,19.16952,17.25193,16.38202,15.97961,15.67782,1666.0,301.0,2.0,282.0,657.0,52177.0,82.0,4.976383,3.930368,3.729431,3.924308,3.529335,20.53728,117.0294,360.744,254.1018,455.2982,1.944416,1.838296,1.656976,1.714769,1.543817,20.11209,17.48392,18.25778,17.13385,16.74029,0.2902009,0.2968909,0.2891423,0.3054014,0.3318679,0.05437239,GALAXY,1.917589999999997,0.8699100000000008,0.4024100000000015,0.30178999999999867
